dateTransfer;datetimeTransfer;clientNumber;transferValue;transferCurrency;transferID;transferLog;destinationBankNumber;destinationBankBranch;destinationBankAccount
2022-04-03;2022-04-03T07:39:39Z;3284;5717;dollar $;20221757;;666;6317;37518-8
2022-04-03;2022-04-03T06:15:18Z;5188;10702.29;zing ƒ;20221756;;33;1002;36547-5
2022-04-03;2022-04-03T03:17:59Z;1945;7225;dollar $;20221755;;33;6317;56836-0
2022-04-03;2022-04-03T02:40:30Z;5243;2008;british pound £;20221754;;666;1100;70925-7
2022-04-02;2022-04-02T21:00:05Z;5987;4310;dollar $;20221753;;33;9921;59169-3
2022-04-02;2022-04-02T17:07:51Z;5986;7425;dollar $;20221752;;33;9921;55335-7
2022-04-02;2022-04-02T12:54:01Z;4862;4436.92;british pound £;20221751;;290;2231;74469-9
2022-04-02;2022-04-02T02:06:01Z;5516;9933;euro €;20221750;;421;1200;44459-1
2022-04-01;2022-04-01T18:31:21Z;2197;1795.09;british pound £;20221749;;33;2400;83659-9
2022-04-01;2022-04-01T06:30:48Z;1945;4076.42;dollar $;20221748;;421;6552;47681-1
2022-04-01;2022-04-01T01:10:03Z;5188;3908.58;zing ƒ;20221747;;33;1200;73069-7
2022-03-31;2022-03-31T02:18:15Z;3294;7853.7;dollar $;20221746;;421;1979;34919-3
2022-03-31;2022-03-31T02:15:45Z;1217;8742;dollar $;20221745;;290;8800;39277-9
2022-03-30;2022-03-30T23:28:42Z;4965;5123;dollar $;20221744;;290;5420;30839-3
2022-03-30;2022-03-30T22:40:13Z;5987;8412;dollar $;20221743;;33;1100;76683-7
2022-03-30;2022-03-30T21:21:11Z;3284;9906;dollar $;20221742;;666;1200;69329-2
2022-03-30;2022-03-30T20:38:23Z;1297;7455;dollar $;20221741;;33;1200;56711-9
2022-03-30;2022-03-30T19:19:24Z;5832;6955;dollar $;20221740;;290;2231;71545-3
2022-03-30;2022-03-30T15:16:11Z;5764;7966.54;euro €;20221739;;666;1200;34753-0
2022-03-30;2022-03-30T14:57:22Z;1121;461;euro €;20221738;;666;6552;35568-9
2022-03-30;2022-03-30T14:54:20Z;1217;10965;british pound £;20221737;;33;1100;79514-2
2022-03-30;2022-03-30T13:35:14Z;4965;6914.09;dollar $;20221736;;290;1002;28784-8
2022-03-30;2022-03-30T13:17:55Z;4862;7011;zing ƒ;20221735;;33;2231;33477-3
2022-03-30;2022-03-30T11:00:48Z;1945;7124.68;dollar $;20221734;;33;1200;30911-9
2022-03-30;2022-03-30T09:34:58Z;1455;5310.78;dollar $;20221733;;290;8800;24862-2
2022-03-30;2022-03-30T01:27:23Z;4023;5683;dollar $;20221732;;421;1100;31535-6
2022-03-30;2022-03-30T01:17:12Z;3294;7725.35;dollar $;20221731;;666;6317;49863-4
2022-03-30;2022-03-30T00:33:42Z;5987;7135;dollar $;20221730;;666;1979;60372-6
2022-03-29;2022-03-29T23:23:11Z;3100;5535;zing ƒ;20221729;;666;1979;69729-4
2022-03-29;2022-03-29T22:02:29Z;2489;5504.59;dollar $;20221728;;33;6317;52128-5
2022-03-29;2022-03-29T21:34:50Z;4023;5595.28;zing ƒ;20221727;;421;4078;44006-9
2022-03-29;2022-03-29T18:10:05Z;5987;3983;dollar $;20221726;;290;4425;60889-7
2022-03-29;2022-03-29T15:06:59Z;5987;4511.48;euro €;20221725;;33;2231;83314-1
2022-03-29;2022-03-29T09:55:34Z;3294;3560;dollar $;20221724;;33;1100;41893-3
2022-03-29;2022-03-29T09:54:13Z;2727;4339;euro €;20221723;;33;1100;36047-0
2022-03-29;2022-03-29T05:29:10Z;1945;5156;dollar $;20221722;;290;6552;49553-1
2022-03-28;2022-03-28T23:58:54Z;4465;8995.32;dollar $;20221721;;33;1979;66943-9
2022-03-28;2022-03-28T23:18:08Z;5987;2598;dollar $;20221720;;33;2231;55737-5
2022-03-28;2022-03-28T22:26:04Z;4023;7504;dollar $;20221719;;33;2400;35694-1
2022-03-28;2022-03-28T18:03:20Z;3294;3459;dollar $;20221718;;33;2231;51168-8
2022-03-28;2022-03-28T17:21:12Z;3284;4623;dollar $;20221717;;666;1979;82728-6
2022-03-28;2022-03-28T14:57:16Z;4862;6696;dollar $;20221716;;33;6552;33238-6
2022-03-28;2022-03-28T08:48:27Z;1297;2959.35;dollar $;20221715;;666;9921;83041-5
2022-03-28;2022-03-28T04:18:21Z;1455;3545;dollar $;20221714;;421;1979;61082-5
2022-03-27;2022-03-27T20:54:49Z;5832;8028.06;dollar $;20221713;;421;8800;34721-6
2022-03-27;2022-03-27T18:57:23Z;5516;9213;dollar $;20221712;;33;9921;35625-6
2022-03-27;2022-03-27T18:53:30Z;4965;3418.63;dollar $;20221711;;421;2231;61826-1
2022-03-27;2022-03-27T12:55:01Z;3795;4819.02;dollar $;20221710;;290;1979;55517-4
2022-03-27;2022-03-27T10:50:34Z;3284;6546.81;british pound £;20221709;;666;6552;41061-2
2022-03-27;2022-03-27T10:15:59Z;1121;2779.51;dollar $;20221708;;666;3321;84672-2
2022-03-27;2022-03-27T07:20:28Z;1945;5026.4;dollar $;20221707;;33;1200;80191-9
2022-03-26;2022-03-26T21:30:49Z;3284;5773;zing ƒ;20221706;;290;1002;41336-7
2022-03-26;2022-03-26T17:02:37Z;6032;8619;british pound £;20221705;;290;1100;41675-7
2022-03-26;2022-03-26T16:50:05Z;3715;3564.18;zing ƒ;20221704;;421;4425;41745-7
2022-03-26;2022-03-26T16:38:46Z;4862;5359;dollar $;20221703;;33;4078;34802-1
2022-03-26;2022-03-26T13:05:08Z;3715;8331;dollar $;20221702;;290;9921;65744-3
2022-03-26;2022-03-26T09:33:45Z;1945;1788;dollar $;20221701;;290;9921;51835-8
2022-03-26;2022-03-26T06:09:00Z;6032;5694.04;zing ƒ;20221700;;421;8521;25222-2
2022-03-26;2022-03-26T00:54:19Z;1455;7802;dollar $;20221699;;421;4078;63206-2
2022-03-25;2022-03-25T21:15:01Z;4465;5335;zing ƒ;20221698;;33;5420;59270-3
2022-03-25;2022-03-25T19:20:29Z;6032;6812.52;dollar $;20221697;;666;6552;67228-0
2022-03-25;2022-03-25T15:20:26Z;4608;8642.44;dollar $;20221696;;33;1979;36139-9
2022-03-25;2022-03-25T11:57:03Z;4023;10428.55;zing ƒ;20221695;;666;6317;51884-9
2022-03-25;2022-03-25T04:18:31Z;5764;5618;dollar $;20221694;;421;6317;54101-3
2022-03-25;2022-03-25T00:25:12Z;1121;9703;dollar $;20221693;;290;1100;36811-4
2022-03-24;2022-03-24T23:54:09Z;5243;5645.34;dollar $;20221692;;290;8521;79066-8
2022-03-24;2022-03-24T18:36:33Z;4465;7242;zing ƒ;20221691;;290;6317;68255-2
2022-03-24;2022-03-24T14:58:56Z;1945;5910;dollar $;20221690;;33;6317;83797-6
2022-03-24;2022-03-24T08:16:37Z;5986;8841;dollar $;20221689;;33;6552;81257-5
2022-03-24;2022-03-24T07:49:59Z;2727;3246;zing ƒ;20221688;;33;4425;82565-6
2022-03-24;2022-03-24T03:57:51Z;1455;6769.98;zing ƒ;20221687;;33;5420;85284-1
2022-03-23;2022-03-23T23:24:22Z;5986;5721.53;dollar $;20221686;;666;1200;27658-3
2022-03-23;2022-03-23T22:26:07Z;4608;6262.14;dollar $;20221685;;421;6317;27460-2
2022-03-23;2022-03-23T19:03:30Z;4862;9360.03;british pound £;20221684;;33;1979;28495-7
2022-03-23;2022-03-23T18:23:32Z;4608;10846;dollar $;20221683;;666;8800;50277-6
2022-03-23;2022-03-23T16:14:12Z;5243;7376;euro €;20221682;;33;2400;77344-1
2022-03-23;2022-03-23T15:11:15Z;5986;8856.56;dollar $;20221681;;290;9921;50539-3
2022-03-23;2022-03-23T06:20:41Z;4965;10917;dollar $;20221680;;421;6317;80617-2
2022-03-23;2022-03-23T02:59:14Z;3100;9150.29;dollar $;20221679;;666;8800;34639-1
2022-03-23;2022-03-23T02:36:46Z;1945;10304;zing ƒ;20221678;;421;1100;28990-4
2022-03-23;2022-03-23T01:23:52Z;2489;12644.56;zing ƒ;20221677;;421;3321;75669-3
2022-03-23;2022-03-23T00:17:16Z;2727;4204.1;zing ƒ;20221676;;421;5420;29421-7
2022-03-22;2022-03-22T16:26:33Z;5832;6976.34;dollar $;20221675;;33;1979;42920-3
2022-03-22;2022-03-22T09:17:10Z;4465;3853;dollar $;20221674;;290;2400;29095-5
2022-03-22;2022-03-22T06:53:01Z;6032;8126.04;dollar $;20221673;;666;8521;79807-8
2022-03-22;2022-03-22T04:47:42Z;3284;6789.19;dollar $;20221672;;33;1200;55851-4
2022-03-22;2022-03-22T02:48:14Z;3100;5186;dollar $;20221671;;33;2400;70410-8
2022-03-21;2022-03-21T22:34:41Z;4608;6081.54;british pound £;20221670;;33;2231;77679-4
2022-03-21;2022-03-21T20:24:05Z;5516;8179;zing ƒ;20221669;;421;4425;57498-5
2022-03-21;2022-03-21T19:53:01Z;5243;4872.7;zing ƒ;20221668;;421;2231;25097-2
2022-03-21;2022-03-21T15:43:43Z;4862;9142.24;dollar $;20221667;;666;2400;56244-7
2022-03-21;2022-03-21T11:13:35Z;2489;7790;dollar $;20221666;;290;2400;57393-9
2022-03-21;2022-03-21T09:20:37Z;3715;7108;dollar $;20221665;;33;3321;48665-2
2022-03-20;2022-03-20T19:16:15Z;1297;2330.34;dollar $;20221664;;290;8800;50433-4
2022-03-20;2022-03-20T17:15:57Z;3284;286.23;dollar $;20221663;;666;2231;71476-8
2022-03-20;2022-03-20T14:50:28Z;1297;7780.27;dollar $;20221662;;33;5420;63458-6
2022-03-20;2022-03-20T13:36:11Z;5987;5222.82;dollar $;20221661;;421;1200;46911-5
2022-03-20;2022-03-20T12:22:54Z;1945;5081;zing ƒ;20221660;;290;6552;81984-9
2022-03-20;2022-03-20T11:57:39Z;2727;8289.28;dollar $;20221659;;33;1002;67023-9
2022-03-20;2022-03-20T11:39:28Z;5987;5586.95;zing ƒ;20221658;;421;6317;68170-6
2022-03-20;2022-03-20T11:35:58Z;2197;7662;dollar $;20221657;;421;1100;25836-3
2022-03-20;2022-03-20T07:14:48Z;3284;9060.59;dollar $;20221656;;290;8521;54624-3
2022-03-20;2022-03-20T06:55:17Z;4465;2128;dollar $;20221655;;666;6552;60378-6
2022-03-20;2022-03-20T05:39:36Z;5986;4441.69;dollar $;20221654;;666;2400;81384-6
2022-03-20;2022-03-20T02:34:40Z;3795;6053.55;dollar $;20221653;;421;2231;45011-0
2022-03-20;2022-03-20T02:14:01Z;2489;6716;zing ƒ;20221652;;33;6317;52813-2
2022-03-19;2022-03-19T23:36:02Z;5188;7426.15;dollar $;20221651;;33;8521;79086-9
2022-03-19;2022-03-19T21:55:36Z;5832;9670;dollar $;20221650;;666;1002;55400-0
2022-03-19;2022-03-19T17:47:45Z;1217;9159;dollar $;20221649;;666;1979;80475-8
2022-03-19;2022-03-19T17:39:17Z;3294;2532.98;dollar $;20221648;;33;1200;39857-3
2022-03-19;2022-03-19T09:11:03Z;5188;7172;dollar $;20221647;;666;6552;85993-0
2022-03-18;2022-03-18T23:10:19Z;2727;3711;dollar $;20221646;;290;2231;80071-4
2022-03-18;2022-03-18T16:25:54Z;5832;7451;dollar $;20221645;;33;3321;79181-1
2022-03-18;2022-03-18T14:48:22Z;3284;4846;dollar $;20221644;;666;3321;41690-2
2022-03-18;2022-03-18T11:14:45Z;3795;10323.25;zing ƒ;20221643;;666;2231;67893-4
2022-03-18;2022-03-18T08:27:05Z;4608;4945.52;british pound £;20221642;;421;5420;71284-3
2022-03-18;2022-03-18T05:39:07Z;4862;10363.84;zing ƒ;20221641;;666;2400;64441-5
2022-03-18;2022-03-18T04:30:05Z;5987;6091.12;dollar $;20221640;;421;1979;76893-6
2022-03-18;2022-03-18T03:39:55Z;4023;6046.03;dollar $;20221639;;33;1200;67113-7
2022-03-18;2022-03-18T02:45:29Z;2727;7061;british pound £;20221638;;666;5420;44357-5
2022-03-18;2022-03-18T01:05:21Z;4608;3749.01;dollar $;20221637;;33;1002;37352-7
2022-03-17;2022-03-17T22:44:26Z;1455;11961;euro €;20221636;;290;1979;69058-6
2022-03-17;2022-03-17T21:13:53Z;1297;3563;zing ƒ;20221635;;290;4425;27538-5
2022-03-17;2022-03-17T19:17:13Z;5832;8796;british pound £;20221634;;290;2400;47157-4
2022-03-17;2022-03-17T12:55:30Z;1455;8498;dollar $;20221633;;33;3321;50645-5
2022-03-17;2022-03-17T11:56:44Z;5987;11354;dollar $;20221632;;666;5420;46875-6
2022-03-17;2022-03-17T10:18:49Z;4608;904;dollar $;20221631;;666;6317;65429-2
2022-03-17;2022-03-17T03:58:30Z;3795;9636.86;british pound £;20221630;;421;4078;55535-7
2022-03-17;2022-03-17T00:35:10Z;4965;6116;dollar $;20221629;;666;2400;51620-7
2022-03-16;2022-03-16T20:31:08Z;1945;1942.5;british pound £;20221628;;421;6317;58021-1
2022-03-16;2022-03-16T17:50:57Z;3284;9180;zing ƒ;20221627;;33;4425;63146-4
2022-03-16;2022-03-16T15:56:37Z;2197;8654;british pound £;20221626;;666;4425;34157-6
2022-03-16;2022-03-16T14:32:49Z;5188;11349.05;british pound £;20221625;;421;5420;33766-2
2022-03-16;2022-03-16T13:07:48Z;1455;6850.2;dollar $;20221624;;290;3321;72787-5
2022-03-16;2022-03-16T12:24:34Z;5188;6088;dollar $;20221623;;33;1979;85584-8
2022-03-16;2022-03-16T08:29:38Z;4862;3619.36;dollar $;20221622;;290;3321;36779-9
2022-03-16;2022-03-16T07:48:20Z;5188;4919;dollar $;20221621;;33;2400;26659-7
2022-03-16;2022-03-16T06:48:53Z;5987;5730;british pound £;20221620;;33;1100;79130-4
2022-03-16;2022-03-16T02:11:53Z;4862;3332.45;dollar $;20221619;;421;3321;84562-8
2022-03-16;2022-03-16T00:36:28Z;5764;7564;british pound £;20221618;;33;5420;79518-9
2022-03-16;2022-03-16T00:17:18Z;3294;4503;dollar $;20221617;;421;1979;34449-3
2022-03-15;2022-03-15T22:25:33Z;3795;3366;dollar $;20221616;;33;6317;53301-9
2022-03-15;2022-03-15T05:26:57Z;3284;6673;dollar $;20221615;;421;2231;43567-8
2022-03-15;2022-03-15T04:18:34Z;4965;10925;dollar $;20221614;;421;8521;46910-3
2022-03-15;2022-03-15T01:12:29Z;5243;6902;dollar $;20221613;;33;6317;81213-3
2022-03-14;2022-03-14T23:57:54Z;1121;7092.87;dollar $;20221612;;33;1100;44276-0
2022-03-14;2022-03-14T21:47:59Z;3294;8122;british pound £;20221611;;290;1979;28569-9
2022-03-14;2022-03-14T12:39:31Z;4465;12445;dollar $;20221610;;290;4425;73844-8
2022-03-14;2022-03-14T10:48:36Z;4862;8666;dollar $;20221609;;421;1100;49647-0
2022-03-14;2022-03-14T10:44:20Z;4862;3821.5;dollar $;20221608;;666;3321;59505-1
2022-03-14;2022-03-14T09:41:48Z;5764;4639;dollar $;20221607;;421;1100;45060-1
2022-03-14;2022-03-14T03:55:18Z;5516;8101.18;british pound £;20221606;;666;6552;25698-4
2022-03-13;2022-03-13T21:56:41Z;2489;5687;zing ƒ;20221605;;290;8800;36238-6
2022-03-13;2022-03-13T21:08:42Z;1297;8403.16;dollar $;20221604;;421;1100;43895-1
2022-03-13;2022-03-13T12:06:53Z;5987;9106.04;zing ƒ;20221603;;421;2231;71869-3
2022-03-13;2022-03-13T03:15:40Z;5188;9786;dollar $;20221602;;33;1200;62279-5
2022-03-13;2022-03-13T00:48:09Z;1297;4976;zing ƒ;20221601;;666;9921;43022-2
2022-03-12;2022-03-12T23:18:07Z;2489;5582;dollar $;20221600;;290;8521;68635-2
2022-03-12;2022-03-12T14:33:48Z;5764;7521;zing ƒ;20221599;;290;1002;26038-5
2022-03-12;2022-03-12T08:42:23Z;1121;8273;dollar $;20221598;;421;1979;46101-0
2022-03-11;2022-03-11T23:31:57Z;5764;7052;zing ƒ;20221597;;33;2231;57894-9
2022-03-11;2022-03-11T23:23:49Z;2197;8583.35;euro €;20221596;;33;3321;26685-5
2022-03-11;2022-03-11T21:53:05Z;1121;3876;dollar $;20221595;;666;9921;61162-5
2022-03-11;2022-03-11T18:49:45Z;3795;4994.02;dollar $;20221594;;666;5420;79247-7
2022-03-11;2022-03-11T01:17:54Z;1945;8209;dollar $;20221593;;290;2400;38985-0
2022-03-10;2022-03-10T23:54:01Z;1121;4798;dollar $;20221592;;290;8521;78620-7
2022-03-10;2022-03-10T23:13:44Z;4023;3547;dollar $;20221591;;421;4425;76860-4
2022-03-10;2022-03-10T22:43:02Z;4465;7651;dollar $;20221590;;33;9921;47404-5
2022-03-10;2022-03-10T18:24:42Z;5832;4503;dollar $;20221589;;421;5420;55602-3
2022-03-10;2022-03-10T17:56:31Z;4965;993.14;dollar $;20221588;;290;4078;26502-1
2022-03-10;2022-03-10T13:24:57Z;1297;9150.2;dollar $;20221587;;33;3321;61765-1
2022-03-10;2022-03-10T12:23:13Z;3100;7711.27;dollar $;20221586;;421;3321;28747-9
2022-03-10;2022-03-10T10:00:50Z;5188;5425;british pound £;20221585;;290;1002;40820-4
2022-03-10;2022-03-10T04:34:42Z;4023;7734.48;dollar $;20221584;;290;6317;60503-6
2022-03-09;2022-03-09T18:24:01Z;5764;3332;british pound £;20221583;;666;6552;51233-2
2022-03-09;2022-03-09T12:41:05Z;2197;6227.75;dollar $;20221582;;290;1002;51775-4
2022-03-09;2022-03-09T01:24:58Z;3715;2406.98;dollar $;20221581;;290;1100;78226-6
2022-03-08;2022-03-08T23:16:46Z;4965;6618.51;dollar $;20221580;;421;9921;38736-0
2022-03-08;2022-03-08T11:47:34Z;5243;6693.93;dollar $;20221579;;421;1200;30566-5
2022-03-08;2022-03-08T08:52:02Z;5188;7549.97;zing ƒ;20221578;;33;1002;85389-4
2022-03-08;2022-03-08T07:56:52Z;1945;2200;dollar $;20221577;;33;5420;29394-1
2022-03-08;2022-03-08T07:49:19Z;5764;4035.39;british pound £;20221576;;666;1200;55264-3
2022-03-08;2022-03-08T06:14:17Z;1121;3963;dollar $;20221575;;421;2231;86053-3
2022-03-08;2022-03-08T00:16:31Z;4608;7735.08;dollar $;20221574;;421;6552;83511-4
2022-03-07;2022-03-07T18:39:40Z;5987;2130;dollar $;20221573;;290;1002;59147-9
2022-03-07;2022-03-07T18:28:26Z;5986;5552.11;dollar $;20221572;;666;8800;56492-3
2022-03-07;2022-03-07T17:39:48Z;1121;5735;zing ƒ;20221571;;421;6317;82672-3
2022-03-07;2022-03-07T15:42:58Z;5243;4059;dollar $;20221570;;290;2400;77880-3
2022-03-07;2022-03-07T15:02:09Z;1297;3863;dollar $;20221569;;421;6317;71169-6
2022-03-07;2022-03-07T06:37:38Z;4465;1291.02;dollar $;20221568;;421;3321;77902-1
2022-03-07;2022-03-07T03:15:14Z;1455;5546.81;dollar $;20221567;;421;4425;71840-7
2022-03-06;2022-03-06T23:59:18Z;3795;1288.73;dollar $;20221566;;33;8521;39013-3
2022-03-06;2022-03-06T22:12:23Z;2197;6905;euro €;20221565;;33;9921;37164-4
2022-03-06;2022-03-06T13:00:14Z;1217;3630;dollar $;20221564;;33;6317;68223-6
2022-03-06;2022-03-06T11:27:40Z;5516;6740.43;dollar $;20221563;;33;1979;56904-7
2022-03-06;2022-03-06T07:13:27Z;5243;3234.61;zing ƒ;20221562;;666;1979;57038-6
2022-03-06;2022-03-06T05:21:42Z;5764;7453;dollar $;20221561;;290;9921;66621-7
2022-03-06;2022-03-06T03:13:04Z;6032;5149;zing ƒ;20221560;;290;4425;70253-0
2022-03-06;2022-03-06T01:29:18Z;1121;6304;zing ƒ;20221559;;290;6552;74443-9
2022-03-05;2022-03-05T21:14:51Z;5987;6389;euro €;20221558;;421;8521;32527-9
2022-03-05;2022-03-05T21:13:41Z;3715;8111.34;dollar $;20221557;;33;2231;35889-1
2022-03-05;2022-03-05T20:00:03Z;5987;7049;zing ƒ;20221556;;666;1100;43805-7
2022-03-05;2022-03-05T13:03:51Z;1217;6814.56;zing ƒ;20221555;;666;8800;83710-9
2022-03-05;2022-03-05T12:54:38Z;5764;7893;euro €;20221554;;421;6317;37290-3
2022-03-05;2022-03-05T05:15:15Z;3294;3838.27;dollar $;20221553;;421;5420;74181-8
2022-03-05;2022-03-05T02:35:31Z;3294;5669.33;dollar $;20221552;;421;9921;51458-2
2022-03-05;2022-03-05T00:01:36Z;5986;6265;zing ƒ;20221551;;33;1002;82257-8
2022-03-04;2022-03-04T20:06:44Z;4608;7036;zing ƒ;20221550;;290;2400;53236-5
2022-03-04;2022-03-04T18:27:34Z;2489;6431;dollar $;20221549;;666;1002;36472-4
2022-03-04;2022-03-04T17:11:56Z;4023;5345;dollar $;20221548;;666;1100;40790-9
2022-03-04;2022-03-04T11:20:53Z;5243;5567;zing ƒ;20221547;;421;9921;28278-2
2022-03-04;2022-03-04T04:02:41Z;1121;2406.93;british pound £;20221546;;33;1100;27629-5
2022-03-04;2022-03-04T00:26:18Z;4465;5353;zing ƒ;20221545;;666;2231;61906-1
2022-03-04;2022-03-04T00:23:29Z;3795;3941;dollar $;20221544;;666;2400;65882-4
2022-03-03;2022-03-03T22:24:23Z;5188;3734.37;dollar $;20221543;;666;1979;45972-6
2022-03-03;2022-03-03T20:18:52Z;4862;6539.95;zing ƒ;20221542;;666;1002;52067-6
2022-03-03;2022-03-03T20:09:58Z;5188;9475.29;euro €;20221541;;290;6552;52377-8
2022-03-03;2022-03-03T20:00:35Z;3715;7266;dollar $;20221540;;290;5420;84551-2
2022-03-03;2022-03-03T15:46:14Z;3284;6536;dollar $;20221539;;421;2231;39840-6
2022-03-03;2022-03-03T13:59:47Z;1297;7023.33;dollar $;20221538;;421;1002;67637-3
2022-03-03;2022-03-03T07:19:47Z;2197;4158;dollar $;20221537;;33;4425;77123-1
2022-03-03;2022-03-03T03:03:53Z;4608;4288.78;dollar $;20221536;;290;4078;73665-6
2022-03-03;2022-03-03T01:34:43Z;1217;5739.48;dollar $;20221535;;290;1200;82220-6
2022-03-02;2022-03-02T23:26:28Z;6032;3864.52;british pound £;20221534;;421;2400;44771-5
2022-03-02;2022-03-02T19:51:11Z;2197;6325.86;zing ƒ;20221533;;666;8800;46613-4
2022-03-02;2022-03-02T16:44:34Z;4608;7357.19;zing ƒ;20221532;;33;1100;82607-0
2022-03-02;2022-03-02T14:42:24Z;1945;3119.87;dollar $;20221531;;290;4425;53216-6
2022-03-02;2022-03-02T09:27:35Z;3715;4140.58;dollar $;20221530;;421;2231;64918-8
2022-03-02;2022-03-02T09:01:02Z;4862;5001;dollar $;20221529;;666;8800;73299-2
2022-03-02;2022-03-02T08:12:33Z;3100;5727.46;dollar $;20221528;;421;2231;80338-9
2022-03-02;2022-03-02T05:30:27Z;5516;6748;dollar $;20221527;;33;6317;68645-0
2022-03-02;2022-03-02T05:01:32Z;5243;11026;dollar $;20221526;;33;4425;71893-3
2022-03-02;2022-03-02T04:25:17Z;5832;3164;dollar $;20221525;;33;1979;31114-2
2022-03-02;2022-03-02T02:08:01Z;5188;10482;euro €;20221524;;421;1002;79287-5
2022-03-02;2022-03-02T00:26:31Z;5764;7048.79;dollar $;20221523;;33;2400;43200-0
2022-03-01;2022-03-01T22:50:33Z;5764;9150.44;zing ƒ;20221522;;421;9921;67534-8
2022-03-01;2022-03-01T22:22:13Z;4965;6659.44;zing ƒ;20221521;;421;9921;59636-9
2022-03-01;2022-03-01T22:21:25Z;4965;3154;dollar $;20221520;;421;1200;40745-9
2022-03-01;2022-03-01T18:16:41Z;4965;4463;zing ƒ;20221519;;290;1100;51431-7
2022-03-01;2022-03-01T18:03:41Z;4023;6070;zing ƒ;20221518;;33;4078;63505-9
2022-03-01;2022-03-01T02:50:38Z;5832;12536;british pound £;20221517;;290;2400;49236-0
2022-03-01;2022-03-01T01:18:52Z;1297;9323.93;dollar $;20221516;;421;2231;36353-1
2022-02-28;2022-02-28T18:53:54Z;5188;6869.51;british pound £;20221515;;421;4425;26819-4
2022-02-28;2022-02-28T13:16:09Z;6032;4674;dollar $;20221514;;666;6552;62098-9
2022-02-28;2022-02-28T11:04:44Z;5188;474;dollar $;20221513;;33;9921;65594-8
2022-02-28;2022-02-28T10:50:37Z;4023;4182.16;dollar $;20221512;;290;4078;81660-4
2022-02-28;2022-02-28T10:12:33Z;5243;10761;zing ƒ;20221511;;421;2400;43464-4
2022-02-28;2022-02-28T07:03:50Z;1945;2925.98;zing ƒ;20221510;;290;9921;75289-6
2022-02-28;2022-02-28T01:08:45Z;1455;2699;dollar $;20221509;;290;8521;31784-9
2022-02-27;2022-02-27T23:09:50Z;3100;4648;dollar $;20221508;;666;1002;38684-8
2022-02-27;2022-02-27T18:46:04Z;1945;3905;zing ƒ;20221507;;33;1200;29323-2
2022-02-27;2022-02-27T17:14:34Z;1217;4384;dollar $;20221506;;666;2231;45095-2
2022-02-27;2022-02-27T16:27:44Z;1297;697.21;dollar $;20221505;;421;1100;60414-7
2022-02-27;2022-02-27T07:21:09Z;3294;8701;dollar $;20221504;;666;8800;55997-8
2022-02-27;2022-02-27T05:24:47Z;1455;7826.81;dollar $;20221503;;290;2231;37523-6
2022-02-27;2022-02-27T03:21:53Z;5986;5700;dollar $;20221502;;666;6552;57437-9
2022-02-26;2022-02-26T23:03:45Z;6032;4700.38;dollar $;20221501;;290;1979;76358-8
2022-02-26;2022-02-26T17:34:50Z;1217;5427;euro €;20221500;;666;2231;45170-1
2022-02-26;2022-02-26T15:49:02Z;3795;7265;zing ƒ;20221499;;421;3321;48794-1
2022-02-26;2022-02-26T06:20:10Z;1455;4772;dollar $;20221498;;421;4425;28268-1
2022-02-26;2022-02-26T05:49:47Z;5243;4078.84;dollar $;20221497;;666;6317;51186-3
2022-02-26;2022-02-26T05:38:52Z;1945;9058.54;dollar $;20221496;;33;4078;80139-8
2022-02-26;2022-02-26T05:33:06Z;2727;1910;dollar $;20221495;;666;8521;41761-7
2022-02-26;2022-02-26T01:39:45Z;3284;1970;dollar $;20221494;;33;1200;83038-5
2022-02-25;2022-02-25T20:00:44Z;2727;5349;zing ƒ;20221493;;421;8800;63722-9
2022-02-25;2022-02-25T18:08:13Z;3795;6628.63;zing ƒ;20221492;;290;6317;71915-0
2022-02-25;2022-02-25T17:20:25Z;4965;5157.48;dollar $;20221491;;290;8521;70521-2
2022-02-25;2022-02-25T12:19:42Z;3284;4219;dollar $;20221490;;421;6552;78424-2
2022-02-25;2022-02-25T12:00:15Z;3294;5396.77;british pound £;20221489;;421;1100;48232-8
2022-02-25;2022-02-25T10:51:01Z;5516;5042;british pound £;20221488;;666;8521;81085-6
2022-02-25;2022-02-25T10:35:57Z;5986;8632.57;dollar $;20221487;;421;8800;81588-7
2022-02-25;2022-02-25T10:08:23Z;3715;4757;dollar $;20221486;;666;1979;79535-1
2022-02-25;2022-02-25T08:40:18Z;4862;8241.23;dollar $;20221485;;290;1002;84615-5
2022-02-25;2022-02-25T08:04:28Z;1945;2955.77;dollar $;20221484;;421;8521;25054-7
2022-02-25;2022-02-25T02:02:18Z;5987;10179;british pound £;20221483;;666;8800;54681-7
2022-02-25;2022-02-25T01:15:40Z;1217;6285.29;dollar $;20221482;;290;1979;46682-0
2022-02-24;2022-02-24T22:43:44Z;1297;4464.17;british pound £;20221481;;33;4078;83008-7
2022-02-24;2022-02-24T17:53:11Z;5986;1111;zing ƒ;20221480;;33;6552;45527-8
2022-02-24;2022-02-24T09:44:56Z;1121;6985;dollar $;20221479;;421;8521;58541-9
2022-02-24;2022-02-24T07:36:02Z;1217;767.22;dollar $;20221478;;33;6317;61337-9
2022-02-24;2022-02-24T00:36:14Z;3294;6719;dollar $;20221477;;33;4425;27601-1
2022-02-23;2022-02-23T22:16:03Z;2197;5854;british pound £;20221476;;33;1979;47395-0
2022-02-23;2022-02-23T18:37:03Z;5764;6661.08;dollar $;20221475;;666;9921;29419-0
